Wall time,Step,Value
1736501725.06967,0,0.07840702682733536
1736501725.0847769,1000,0.07804049551486969
1736501725.099218,2000,0.07756912708282471
1736501725.113636,3000,0.07706772536039352
1736501725.1281211,4000,0.07617026567459106
1736501725.1428008,5000,0.07556403428316116
1736501725.157877,6000,0.07499711960554123
1736501725.1728,7000,0.07454323768615723
1736501725.1890738,8000,0.07392902672290802
1736501725.205211,9000,0.07361271232366562
1736501725.221527,10000,0.07287254184484482
1736501725.238165,11000,0.07265035063028336
1736501725.255179,12000,0.072541244328022
1736501725.272367,13000,0.0722607970237732
1736501725.29025,14000,0.07190863788127899
1736501725.3088489,15000,0.07199440151453018
1736501725.327251,16000,0.07180707901716232
1736501725.3461661,17000,0.07185152918100357
1736501725.3653271,18000,0.07165367156267166
1736501725.384769,19000,0.07161851972341537
1736501725.404348,20000,0.07126711308956146
1736501725.4242802,21000,0.07122274488210678
1736501725.4443688,22000,0.07131721824407578
1736501725.4648142,23000,0.071161188185215
1736501725.485302,24000,0.07111148536205292
1736501725.5058749,25000,0.07110562920570374
1736501725.527339,26000,0.07107432186603546
1736501725.548851,27000,0.07111161947250366
1736501725.571,28000,0.07094161212444305
1736501725.5940402,29000,0.0710829496383667
1736501725.61612,30000,0.07093269377946854
1736501725.638242,31000,0.07072142511606216
1736501725.660353,32000,0.07101700454950333
1736501725.682718,33000,0.07079918682575226
1736501725.7055202,34000,0.07111518085002899
1736501725.72796,35000,0.07092414796352386
1736501725.750334,36000,0.07070167362689972
1736501725.772775,37000,0.0706404596567154
1736501725.795464,38000,0.07077492773532867
1736501725.819044,39000,0.07057512551546097
1736501725.842921,40000,0.07078614830970764
1736501725.866525,41000,0.07080575078725815
1736501725.889591,42000,0.07071821391582489
1736501725.913111,43000,0.07043971866369247
1736501725.936558,44000,0.07071646302938461
1736501725.959719,45000,0.07060596346855164
1736501725.983466,46000,0.0705779492855072
1736501726.0074172,47000,0.07054377347230911
1736501726.0308108,48000,0.07063128054141998
1736501726.054403,49000,0.07048586755990982
1736501726.0784671,50000,0.07065831124782562
1736501726.102617,51000,0.07062473893165588
1736501726.127228,52000,0.0704163908958435
1736501726.1517498,53000,0.07045342773199081
1736501726.176296,54000,0.07050381600856781
1736501726.2006981,55000,0.0705716535449028
1736501726.225792,56000,0.07043752819299698
1736501726.250824,57000,0.0703645572066307
1736501726.275435,58000,0.07020601630210876
1736501726.300519,59000,0.07055088132619858
1736501726.32612,60000,0.07039589434862137
1736501726.3516202,61000,0.0706063061952591
1736501726.377478,62000,0.0705849677324295
1736501726.4043012,63000,0.07029780745506287
1736501726.429871,64000,0.070430226624012
1736501726.455494,65000,0.07053165137767792
1736501726.481507,66000,0.07028370350599289
1736501726.5072472,67000,0.07052518427371979
1736501726.533927,68000,0.07060351967811584
1736501726.560703,69000,0.07012449204921722
1736501726.588117,70000,0.07026141881942749
1736501726.6153579,71000,0.07032670080661774
1736501726.6440709,72000,0.0703904926776886
1736501726.67194,73000,0.0703621432185173
1736501726.69888,74000,0.07030878961086273
1736501726.7269802,75000,0.07036632299423218
1736501726.754049,76000,0.07020469754934311
1736501726.781246,77000,0.07038936018943787
1736501726.808928,78000,0.07019983232021332
1736501726.8370261,79000,0.07000323385000229
1736501726.865821,80000,0.07035622745752335
1736501726.8936288,81000,0.07011832296848297
1736501726.9211478,82000,0.07033243030309677
1736501726.9486258,83000,0.07014493644237518
1736501726.976147,84000,0.07026653736829758
1736501727.004946,85000,0.07029823958873749
1736501727.033524,86000,0.07033445686101913
1736501727.0620348,87000,0.07028374820947647
1736501727.090372,88000,0.07035189867019653
1736501727.1187782,89000,0.07033157348632812
1736501727.147552,90000,0.07029092311859131
1736501727.176139,91000,0.07015299052000046
1736501727.205515,92000,0.07014144212007523
1736501727.2345972,93000,0.06990700960159302
1736501727.263904,94000,0.070008784532547
1736501727.294261,95000,0.07037600129842758
1736501727.323939,96000,0.07027309387922287
1736501727.3529768,97000,0.07019446045160294
1736501727.382027,98000,0.07024632394313812
1736501727.4109209,99000,0.07007643580436707
1736501727.4406998,100000,0.07037604600191116
1736501727.469973,101000,0.07019779086112976
1736501727.499135,102000,0.07024648785591125
1736501727.528067,103000,0.07005562633275986
1736501727.5573661,104000,0.0702834352850914
1736501727.585848,105000,0.07039891183376312
1736501727.615247,106000,0.07006688416004181
1736501727.64313,107000,0.06999785453081131
1736501727.6711838,108000,0.07008717209100723
1736501727.698466,109000,0.07028435170650482
1736501727.725834,110000,0.07003159821033478
1736501727.7534301,111000,0.07019736617803574
1736501727.781062,112000,0.07022642344236374
1736501727.808485,113000,0.0699772909283638
1736501727.835503,114000,0.0701962485909462
1736501727.8630269,115000,0.07014333456754684
1736501727.89109,116000,0.07003714144229889
1736501727.918769,117000,0.07010765373706818
1736501727.947123,118000,0.07024324685335159
1736501727.9756181,119000,0.07027299702167511
1736501728.004145,120000,0.07005245238542557
1736501728.032664,121000,0.07022390514612198
1736501728.061033,122000,0.07026967406272888
1736501728.089789,123000,0.0700017660856247
1736501728.118289,124000,0.07044629007577896
1736501728.146658,125000,0.0700501799583435
1736501728.175939,126000,0.07025887817144394
1736501728.204731,127000,0.07017683982849121
1736501728.2335,128000,0.07006219774484634
1736501728.262315,129000,0.07005845755338669
1736501728.290866,130000,0.0700574666261673
1736501728.31917,131000,0.07030085474252701
1736501728.347798,132000,0.06990420818328857
1736501728.377837,133000,0.0702473521232605
1736501728.4067242,134000,0.0703435018658638
1736501728.435414,135000,0.07013833522796631
1736501728.46465,136000,0.07017147541046143
1736501728.493228,137000,0.06999295204877853
1736501728.521649,138000,0.07044634968042374
1736501728.550439,139000,0.07039212435483932
1736501728.5935402,140000,0.06996935606002808
1736501728.6227689,141000,0.07014813274145126
1736501728.652095,142000,0.0700037032365799
1736501728.682154,143000,0.07035651803016663
1736501728.712461,144000,0.07009877264499664
1736501728.74195,145000,0.0702485591173172
1736501728.7714932,146000,0.07006587088108063
1736501728.8011131,147000,0.07015842199325562
1736501728.83024,148000,0.06986773759126663
1736501728.858768,149000,0.07000398635864258
1736501728.8876631,150000,0.0701669380068779
1736501728.917229,151000,0.06998170912265778
1736501728.946402,152000,0.0701124370098114
1736501728.9759092,153000,0.07014993578195572
1736501729.0051231,154000,0.07032375037670135
1736501729.0343459,155000,0.07014566659927368
1736501729.063495,156000,0.07010503113269806
1736501729.0922182,157000,0.07008882611989975
1736501729.1200829,158000,0.07037833333015442
1736501729.147729,159000,0.07020997256040573
1736501729.17585,160000,0.07037565857172012
1736501729.2034419,161000,0.07012142986059189
1736501729.231433,162000,0.07009918242692947
1736501729.259583,163000,0.07019311934709549
1736501729.287151,164000,0.06980442255735397
1736501729.3154051,165000,0.07012730091810226
1736501729.34383,166000,0.07024408131837845
1736501729.371768,167000,0.07015667110681534
1736501729.399084,168000,0.07005254924297333
1736501729.426799,169000,0.07016842067241669
1736501729.454227,170000,0.06990344077348709
1736501729.4823759,171000,0.06987036019563675
1736501729.5106602,172000,0.0698031336069107
1736501729.538309,173000,0.07009970396757126
1736501729.5660229,174000,0.06982703506946564
1736501729.5930612,175000,0.07032664865255356
1736501729.6206112,176000,0.070236437022686
1736501729.648094,177000,0.07007773965597153
1736501729.67568,178000,0.07002448290586472
1736501729.7025878,179000,0.07002642750740051
1736501729.7299242,180000,0.07023598253726959
1736501729.7574022,181000,0.07011330127716064
1736501729.7848508,182000,0.07012376934289932
1736501729.812701,183000,0.07009873539209366
1736501729.84006,184000,0.07020281255245209
1736501729.8683589,185000,0.07017737627029419
1736501729.895832,186000,0.06984168291091919
1736501729.923732,187000,0.07000454515218735
1736501729.951707,188000,0.07015929371118546
1736501729.9800909,189000,0.07019069045782089
1736501730.008119,190000,0.07009337097406387
1736501730.036673,191000,0.07016400247812271
1736501730.065193,192000,0.07008232176303864
1736501730.094135,193000,0.07016298174858093
1736501730.123616,194000,0.07014378905296326
1736501730.153373,195000,0.07014228403568268
1736501730.1817799,196000,0.0701066181063652
1736501730.210633,197000,0.0700022280216217
1736501730.239724,198000,0.0701240673661232
1736501730.268613,199000,0.06999052315950394
1736501730.297386,200000,0.07007524371147156
1736501730.326206,201000,0.07013709098100662
1736501730.3550122,202000,0.06992103904485703
1736501730.384215,203000,0.07006265968084335
1736501730.413457,204000,0.07015370577573776
1736501730.443321,205000,0.07023895531892776
1736501730.472561,206000,0.070090651512146
1736501730.502366,207000,0.07009020447731018
1736501730.5318022,208000,0.07013450562953949
