Wall time,Step,Value
1736343826.826751,0,0.07384993135929108
1736343826.846752,1000,0.07370109856128693
1736343826.866614,2000,0.0733911395072937
1736343826.88684,3000,0.0733226090669632
1736343826.907153,4000,0.07280575484037399
1736343826.927229,5000,0.07273595780134201
1736343826.9475992,6000,0.07270701974630356
1736343826.9680378,7000,0.07253625243902206
1736343826.988472,8000,0.07239880412817001
1736343827.009454,9000,0.07221433520317078
1736343827.03048,10000,0.07224570959806442
1736343827.051853,11000,0.07226177304983139
1736343827.073615,12000,0.0722523108124733
1736343827.09505,13000,0.07203423976898193
1736343827.1166599,14000,0.07204174995422363
1736343827.138617,15000,0.07188509404659271
1736343827.1605089,16000,0.07184046506881714
1736343827.182388,17000,0.07153825461864471
1736343827.2045171,18000,0.07174130529165268
1736343827.226801,19000,0.07192005217075348
1736343827.248975,20000,0.0715566948056221
1736343827.2712908,21000,0.07169662415981293
1736343827.293818,22000,0.07139667868614197
1736343827.316627,23000,0.07166967540979385
1736343827.339425,24000,0.0714614987373352
1736343827.3620422,25000,0.07108460366725922
1736343827.3848991,26000,0.07146903872489929
1736343827.408122,27000,0.07152555882930756
1736343827.431521,28000,0.07125071436166763
1736343827.454785,29000,0.07134463638067245
1736343827.4782898,30000,0.0715893805027008
1736343827.5017788,31000,0.0712963193655014
1736343827.525694,32000,0.07126656174659729
1736343827.5493288,33000,0.07122550159692764
1736343827.572719,34000,0.07113499194383621
1736343827.5963478,35000,0.07122673839330673
1736343827.620764,36000,0.07125380635261536
1736343827.645128,37000,0.07120718061923981
1736343827.66901,38000,0.07127649337053299
1736343827.6929011,39000,0.07127707451581955
1736343827.717006,40000,0.07129229605197906
1736343827.740691,41000,0.07114770263433456
1736343827.764856,42000,0.07113870233297348
1736343827.789134,43000,0.07107098400592804
1736343827.813578,44000,0.0710931047797203
1736343827.8380969,45000,0.07130572944879532
1736343827.8623931,46000,0.07114440202713013
1736343827.886888,47000,0.07093718647956848
1736343827.911427,48000,0.07121806591749191
1736343827.935829,49000,0.07117299735546112
1736343827.960433,50000,0.07099151611328125
1736343827.984612,51000,0.07080142945051193
1736343828.0092869,52000,0.07077084481716156
1736343828.034205,53000,0.07085971534252167
1736343828.0597272,54000,0.07097101956605911
1736343828.0844831,55000,0.07099385559558868
1736343828.109813,56000,0.07122386991977692
1736343828.1348329,57000,0.07097501307725906
1736343828.1599958,58000,0.0710599422454834
1736343828.1851141,59000,0.07115823775529861
1736343828.209902,60000,0.07062023878097534
1736343828.235013,61000,0.07107919454574585
1736343828.259943,62000,0.07069681584835052
1736343828.285043,63000,0.07100212574005127
1736343828.310283,64000,0.07083361595869064
1736343828.335404,65000,0.07080098986625671
1736343828.36146,66000,0.07095145434141159
1736343828.388155,67000,0.07098057121038437
1736343828.415366,68000,0.07100187987089157
1736343828.4421299,69000,0.07082990556955338
1736343828.469745,70000,0.07077856361865997
1736343828.498733,71000,0.07080831378698349
1736343828.52729,72000,0.07074934989213943
1736343828.555298,73000,0.07066825777292252
1736343828.5818381,74000,0.07095593214035034
1736343828.6086001,75000,0.0709214061498642
1736343828.6351092,76000,0.07092373818159103
1736343828.6621299,77000,0.07064546644687653
1736343828.689151,78000,0.0708034560084343
1736343828.716189,79000,0.07086222618818283
1736343828.7427142,80000,0.07079797983169556
1736343828.769968,81000,0.07089786231517792
1736343828.796295,82000,0.07075102627277374
1736343828.8225942,83000,0.07082761824131012
1736343828.848605,84000,0.07061547785997391
1736343828.8742652,85000,0.07077672332525253
1736343828.900046,86000,0.07091057300567627
1736343828.925791,87000,0.07056716829538345
1736343828.9516249,88000,0.07082679122686386
1736343828.9771142,89000,0.07053631544113159
1736343829.003312,90000,0.07064995914697647
1736343829.029089,91000,0.07083603739738464
1736343829.054749,92000,0.07061010599136353
1736343829.080582,93000,0.07071225345134735
1736343829.106037,94000,0.07075219601392746
1736343829.131691,95000,0.07094267755746841
1736343829.15731,96000,0.07072603702545166
1736343829.183414,97000,0.07101349532604218
1736343829.209343,98000,0.07059069722890854
1736343829.2352798,99000,0.07070372253656387
1736343829.261096,100000,0.07055848836898804
1736343829.286748,101000,0.07070232927799225
1736343829.312656,102000,0.07071345299482346
1736343829.338621,103000,0.07082037627696991
1736343829.364623,104000,0.07058631628751755
1736343829.390708,105000,0.07077203691005707
1736343829.416482,106000,0.07068433612585068
1736343829.442752,107000,0.07071055471897125
1736343829.46868,108000,0.07088720798492432
1736343829.494838,109000,0.07078144699335098
1736343829.520962,110000,0.07059858739376068
1736343829.5471349,111000,0.07076213508844376
1736343829.5865548,112000,0.07079452276229858
1736343829.613014,113000,0.07068842649459839
1736343829.639105,114000,0.07060834020376205
1736343829.66533,115000,0.07052455097436905
1736343829.6916962,116000,0.07076393067836761
1736343829.718077,117000,0.07078883796930313
1736343829.7447932,118000,0.07074088603258133
1736343829.770844,119000,0.07054087519645691
1736343829.796926,120000,0.07058786600828171
1736343829.8233862,121000,0.07085635513067245
1736343829.849494,122000,0.07055272161960602
1736343829.875923,123000,0.07063039392232895
1736343829.902377,124000,0.07076015323400497
1736343829.929062,125000,0.0706220343708992
1736343829.95591,126000,0.0707404688000679
1736343829.982094,127000,0.07063724100589752
1736343830.008789,128000,0.07075751572847366
1736343830.035276,129000,0.07074037939310074
1736343830.061806,130000,0.07083330303430557
1736343830.0884328,131000,0.07054544240236282
1736343830.115063,132000,0.0705755278468132
1736343830.141987,133000,0.0707523450255394
1736343830.168739,134000,0.0707571730017662
1736343830.195572,135000,0.07073114067316055
1736343830.222433,136000,0.07066404074430466
1736343830.249233,137000,0.07081228494644165
1736343830.275916,138000,0.07062207162380219
1736343830.302243,139000,0.07078840583562851
1736343830.3288598,140000,0.07057128846645355
1736343830.355475,141000,0.07057813555002213
1736343830.382276,142000,0.07079431414604187
