Wall time,Step,Value
1736581720.270415,0,0.07060524821281433
1736581720.322193,1000,0.07068884372711182
1736581720.373933,2000,0.0705590471625328
1736581720.4257689,3000,0.07022731006145477
1736581720.478295,4000,0.07018840312957764
1736581720.532434,5000,0.07016747444868088
1736581720.586758,6000,0.0701640397310257
1736581720.64206,7000,0.07004652917385101
1736581720.697814,8000,0.06990286707878113
1736581720.7562602,9000,0.06988099217414856
1736581720.8150852,10000,0.07002018392086029
1736581720.878576,11000,0.0698309987783432
1736581720.939567,12000,0.06980246305465698
1736581720.998589,13000,0.06963928788900375
1736581721.0593011,14000,0.06999830156564713
1736581721.120037,15000,0.0694655328989029
1736581721.1815438,16000,0.06958355009555817
1736581721.2431118,17000,0.06961074471473694
1736581721.307148,18000,0.06971293687820435
1736581721.370524,19000,0.0697672963142395
1736581721.433603,20000,0.06943951547145844
1736581721.49877,21000,0.0695001408457756
1736581721.56376,22000,0.06963122636079788
1736581721.6290839,23000,0.06951525062322617
1736581721.694432,24000,0.0695183202624321
1736581721.760135,25000,0.06949251145124435
1736581721.826423,26000,0.06944743543863297
1736581721.89254,27000,0.06933378428220749
1736581721.959321,28000,0.06949721276760101
1736581722.025998,29000,0.06929989904165268
1736581722.093861,30000,0.06958215683698654
1736581722.1623948,31000,0.06945537030696869
1736581722.2312078,32000,0.0695309191942215
1736581722.299755,33000,0.06922402232885361
1736581722.369473,34000,0.06944691389799118
1736581722.4384398,35000,0.06920590996742249
1736581722.509254,36000,0.06951655447483063
1736581722.581013,37000,0.06929155439138412
1736581722.6526048,38000,0.06947634369134903
1736581722.72516,39000,0.069462351500988
1736581722.797479,40000,0.06937924027442932
1736581722.869941,41000,0.06942453980445862
1736581722.941612,42000,0.06905941665172577
1736581723.0190022,43000,0.06931417435407639
1736581723.094722,44000,0.06935218721628189
1736581723.168437,45000,0.06932160258293152
1736581723.242806,46000,0.06931151449680328
1736581723.316737,47000,0.06911779940128326
1736581723.391215,48000,0.06940833479166031
1736581723.467062,49000,0.06911183893680573
1736581723.5430741,50000,0.06940630823373795
1736581723.618229,51000,0.06920721381902695
1736581723.693652,52000,0.06918221712112427
1736581723.770185,53000,0.06915649026632309
1736581723.848089,54000,0.0693185105919838
1736581723.9255931,55000,0.06923269480466843
1736581724.002121,56000,0.06905635446310043
1736581724.0789928,57000,0.0691785141825676
1736581724.159164,58000,0.069454625248909
1736581724.236192,59000,0.06919176876544952
1736581724.313474,60000,0.06937028467655182
1736581724.3910642,61000,0.0692632868885994
1736581724.471196,62000,0.0692286267876625
1736581724.548762,63000,0.06936706602573395
1736581724.624943,64000,0.06921795755624771
1736581724.700811,65000,0.06931762397289276
1736581724.774535,66000,0.06894244253635406
1736581724.849369,67000,0.06932876259088516
1736581724.924767,68000,0.06924514472484589
1736581725.000166,69000,0.06913287937641144
1736581725.089349,70000,0.06920097023248672
1736581725.1656551,71000,0.06918302923440933
1736581725.241836,72000,0.06914887577295303
1736581725.317306,73000,0.06917314976453781
1736581725.393584,74000,0.0692351758480072
1736581725.469265,75000,0.06911208480596542
1736581725.54703,76000,0.06917838007211685
1736581725.6237,77000,0.0692051351070404
1736581725.7003992,78000,0.06935395300388336
1736581725.777876,79000,0.06917950510978699
1736581725.854746,80000,0.069181889295578
1736581725.933263,81000,0.06932040303945541
1736581726.010598,82000,0.06910969316959381
1736581726.087591,83000,0.06912851333618164
1736581726.164702,84000,0.06920711696147919
1736581726.241705,85000,0.06912175565958023
1736581726.3187551,86000,0.06906385719776154
1736581726.395573,87000,0.0689656063914299
1736581726.472032,88000,0.06896020472049713
1736581726.5512152,89000,0.0691688135266304
1736581726.629055,90000,0.0690191388130188
1736581726.709227,91000,0.0691440999507904
1736581726.791868,92000,0.0691903680562973
1736581726.871892,93000,0.06913716346025467
1736581726.952723,94000,0.06918815523386002
1736581727.033456,95000,0.06923768669366837
1736581727.1121228,96000,0.06898291409015656
1736581727.1916149,97000,0.06930960714817047
1736581727.272416,98000,0.06922627240419388
1736581727.351383,99000,0.06902018189430237
1736581727.430515,100000,0.06897255778312683
1736581727.510089,101000,0.06918588280677795
1736581727.5891001,102000,0.06897255778312683
1736581727.668593,103000,0.06919174641370773
1736581727.7483652,104000,0.06905103474855423
1736581727.828146,105000,0.06898904591798782
1736581727.9092321,106000,0.0692279189825058
1736581728.00419,107000,0.06901071220636368
1736581728.087334,108000,0.06917101889848709
1736581728.1690931,109000,0.06919027864933014
1736581728.248799,110000,0.06904225796461105
1736581728.3296661,111000,0.06907609850168228
1736581728.410232,112000,0.06913697719573975
1736581728.490829,113000,0.06917338073253632
1736581728.570963,114000,0.06904301792383194
1736581728.651572,115000,0.06892430782318115
1736581728.735938,116000,0.06911149621009827
1736581728.8169641,117000,0.06892489641904831
1736581728.900322,118000,0.06908824294805527
1736581728.982323,119000,0.06901389360427856
1736581729.065687,120000,0.06907571107149124
1736581729.148393,121000,0.06912914663553238
1736581729.2292638,122000,0.06898299604654312
1736581729.313953,123000,0.06919349730014801
1736581729.3971279,124000,0.06911511719226837
1736581729.47953,125000,0.06909385323524475
1736581729.5617778,126000,0.06902376562356949
1736581729.647956,127000,0.06918655335903168
1736581729.7310731,128000,0.0692141056060791
1736581729.812858,129000,0.06898277252912521
1736581729.8964329,130000,0.06918618828058243
1736581729.97934,131000,0.06909024715423584
1736581730.0614002,132000,0.06911733001470566
1736581730.143418,133000,0.06896141171455383
1736581730.226094,134000,0.06918743997812271
1736581730.308481,135000,0.0690816342830658
1736581730.390097,136000,0.06900111585855484
1736581730.4722922,137000,0.06913898885250092
1736581730.55476,138000,0.06904273480176926
1736581730.637593,139000,0.06915603578090668
1736581730.719934,140000,0.06904958188533783
1736581730.801992,141000,0.06911438703536987
1736581730.883824,142000,0.06901905685663223
1736581730.96557,143000,0.06885534524917603
1736581731.0483751,144000,0.06912272423505783
1736581731.131579,145000,0.06910837441682816
1736581731.213588,146000,0.06893934309482574
1736581731.29681,147000,0.06920136511325836
1736581731.3801641,148000,0.06903017312288284
1736581731.46516,149000,0.06910910457372665
1736581731.549475,150000,0.06926845759153366
1736581731.632869,151000,0.06906889379024506
1736581731.715991,152000,0.06913311779499054
1736581731.799697,153000,0.06909634172916412
1736581731.88287,154000,0.06904687732458115
1736581731.966084,155000,0.06910564750432968
1736581732.049412,156000,0.06900706887245178
1736581732.135922,157000,0.0689791887998581
1736581732.220048,158000,0.06913068145513535
1736581732.304144,159000,0.06917112320661545
1736581732.38714,160000,0.06892311573028564
1736581732.471426,161000,0.06913300603628159
1736581732.5555289,162000,0.06920720636844635
1736581732.656,163000,0.06910576671361923
1736581732.739729,164000,0.0689588412642479
1736581732.824296,165000,0.06910378485918045
1736581732.909014,166000,0.06908544898033142
1736581732.9928901,167000,0.06918390840291977
1736581733.077687,168000,0.06898041814565659
1736581733.163384,169000,0.0690392330288887
1736581733.248713,170000,0.06901668012142181
1736581733.3335521,171000,0.06905995309352875
1736581733.418751,172000,0.0690879225730896
1736581733.503003,173000,0.06889969110488892
1736581733.58751,174000,0.06912344694137573
1736581733.6744561,175000,0.06882861256599426
1736581733.759239,176000,0.06898479163646698
1736581733.8441238,177000,0.06911485642194748
1736581733.9290361,178000,0.06888017058372498
1736581734.01376,179000,0.06895553320646286
1736581734.099107,180000,0.06908269971609116
1736581734.186953,181000,0.06909200549125671
1736581734.271785,182000,0.06886904686689377
1736581734.357193,183000,0.06903646886348724
1736581734.442112,184000,0.06903140246868134
1736581734.528045,185000,0.06895970553159714
1736581734.614346,186000,0.0690598413348198
1736581734.701576,187000,0.06906954944133759
1736581734.788505,188000,0.06916920095682144
1736581734.873609,189000,0.06896232813596725
1736581734.958403,190000,0.06898675858974457
1736581735.043391,191000,0.06890419870615005
1736581735.132104,192000,0.06918346881866455
1736581735.21865,193000,0.06911139190196991
1736581735.3051789,194000,0.06919076293706894
1736581735.391894,195000,0.06893321126699448
1736581735.477586,196000,0.06905567646026611
1736581735.562776,197000,0.0689401924610138
1736581735.6482391,198000,0.06877300143241882
1736581735.734424,199000,0.06872764974832535
1736581735.821152,200000,0.06906160712242126
1736581735.90711,201000,0.06896014511585236
1736581735.9930089,202000,0.06895999610424042
1736581736.079127,203000,0.0691443681716919
1736581736.166427,204000,0.06899469345808029
1736581736.252426,205000,0.06883560866117477
1736581736.338157,206000,0.06887960433959961
1736581736.424823,207000,0.06913790106773376
1736581736.512017,208000,0.06899112462997437
1736581736.598489,209000,0.06904623657464981
1736581736.6848361,210000,0.06890210509300232
1736581736.770216,211000,0.06887868046760559
1736581736.856748,212000,0.06912492960691452
1736581736.942271,213000,0.06881339848041534
1736581737.0457091,214000,0.06916354596614838
1736581737.134363,215000,0.06905971467494965
1736581737.219935,216000,0.06899197399616241
1736581737.306282,217000,0.06906943768262863
1736581737.393364,218000,0.06908368319272995
1736581737.4819899,219000,0.06921351701021194
1736581737.568127,220000,0.0689326748251915
1736581737.654409,221000,0.06887773424386978
1736581737.743121,222000,0.06896211951971054
1736581737.828943,223000,0.06908278167247772
1736581737.916523,224000,0.06905854493379593
1736581738.007654,225000,0.06907393038272858
1736581738.094103,226000,0.06912987679243088
1736581738.180643,227000,0.0691019594669342
1736581738.26739,228000,0.06889203190803528
1736581738.353963,229000,0.06912954896688461
1736581738.440363,230000,0.06903485953807831
1736581738.526828,231000,0.06906086951494217
1736581738.613694,232000,0.06914011389017105
1736581738.701131,233000,0.06928882002830505
1736581738.787833,234000,0.06912095844745636
